,total_credit_limit,term,sub_grade,revol_util,interest_rate,installment,grade,emp_length,debt_to_income,balance,total_credit_utilized,accounts_opened_24m,loan_status,annual_income,loan_amount,cover,loan_purpose
12,0.0779082549082496,0.0,0.6666666666666666,0.09023297291665577,0.32305891533359343,0.3481814355729937,0.6666666666666666,0.5,0.3015753938484621,0.36313249999999997,0.04635335761032876,0.3793103448275862,0.0,0.05088320590561561,0.38461538461538464,0.008585896511674476,debt_consolidation
13,0.07676089489946054,1.0,0.8484848484848485,0.0301603707513191,0.16074912212251266,0.2210991487570767,0.8333333333333334,1.0,0.09177294323580895,0.40815324999999997,0.015265434142283565,0.2413793103448276,0.0,0.03606687395005589,0.41025641025641024,0.005442984595015467,credit_card
14,0.02186688024987345,0.0,0.48484848484848486,0.19488877032893792,0.5353101833788529,0.053810228491521506,0.5,0.0,0.8497124281070266,0.06860525,0.028099985569618104,0.13793103448275862,0.0,0.005126886631092944,0.05128205128205128,0.006072196189942196,debt_consolidation
15,0.04040567814735469,1.0,0.48484848484848486,0.3008915744002378,0.5353101833788529,0.3315367174878151,0.5,1.0,0.9617404351087772,0.47931599999999996,0.08016501566120858,0.034482758620689655,0.0,0.023865188810183176,0.48717948717948717,0.0026492851135407904,credit_card
16,0.11077620602746457,1.0,0.48484848484848486,0.13511937695836673,0.5353101833788529,0.19057251856578464,0.5,0.0,0.7806951737934483,0.28436300000000003,0.09869532370741976,0.27586206896551724,0.0,0.023865188810183176,0.28205128205128205,0.005216468420841844,credit_card
17,0.01739823049620884,1.0,0.24242424242424243,0.508212528434526,0.9133827545844713,0.6220725796597742,0.16666666666666666,0.3,0.5083770942735684,0.719952,0.05830192603156009,0.10344827586206896,0.0,0.029094482441557195,0.7435897435897436,0.0018791301213504743,debt_consolidation
18,0.09511009044799905,0.0,0.2727272727272727,0.12470297583161748,0.8373000390167772,0.11727330735707399,0.3333333333333333,1.0,0.23830957739434855,0.0,0.07820524247285815,0.20689655172413793,1.0,0.08923135920235842,0.10256410256410256,0.05270935960591133,medical
19,0.1639540536214344,1.0,0.6060606060606061,0.03875104752828024,0.38002341006632856,0.3024695548284616,0.6666666666666666,0.1,0.46111527881970493,0.0,0.04189267191253491,0.034482758620689655,1.0,0.03388800160365005,0.48717948717948717,0.004125415515238896,debt_consolidation
20,0.020765591839892926,0.0,0.9696969696969697,0.14047920491731175,0.030042918454935636,0.12385788180349458,1.0,1.0,0.39009752438109524,0.15255575,0.01923485022112438,0.13793103448275862,0.0,0.019507444117371497,0.15384615384615385,0.007967021964378687,credit_card
22,0.16727061807412447,1.0,0.6666666666666666,0.14550739126288256,0.32305891533359343,0.3085857420204461,0.6666666666666666,0.5,0.6634158539634909,0.5011325,0.16048600677379102,0.3448275862068966,0.0,0.041296167581429906,0.514102564102564,0.004896332735252045,debt_consolidation
23,0.055655082022212414,0.0,0.9393939393939394,0.01764594837426436,0.05462348809988296,0.05217426721153454,1.0,0.0,0.18179544886221555,0.0830855,0.006475633875745923,0.0,0.0,0.01527171627595854,0.0641025641025641,0.013570816383744414,home_improvement
24,0.01932201507722604,0.0,0.8787878787878788,0.5761237367263036,0.10339445961763559,0.1492050993116744,1.0,1.0,0.4328582145536384,0.18509024999999998,0.07340077414754641,0.10344827586206896,0.0,0.03345222713436888,0.1794871794871795,0.011955324602507108,credit_card
25,0.058471060834002254,1.0,0.696969696969697,0.047600461661452584,0.28482247366367536,0.25471441953921553,0.6666666666666666,0.7,0.3605901475368842,0.43356625000000004,0.018352050387498195,0.10344827586206896,0.0,0.021686316463777337,0.4358974358974359,0.0027205957609658196,debt_consolidation
26,0.012371700933894935,0.0,0.7272727272727273,0.34646738572597907,0.26024190401872804,0.20452910110376474,0.8333333333333334,0.1,0.34208552138034504,0.23580700000000002,0.028263388423438337,0.3793103448275862,0.0,0.021686316463777337,0.23076923076923078,0.0058582642476671075,credit_card
27,0.012957932495657161,0.0,0.9090909090909091,0.28463307299770957,0.07920405774483028,0.046540043716143745,1.0,0.5,0.48462115528882216,0.063936,0.02431943772441366,0.06896551724137931,0.0,0.012099278139591635,0.05641025641025641,0.012035549080860266,debt_consolidation
28,0.016538522649211438,0.0,1.0,0.1395077470332613,0.00039016777214204737,0.18355349797032186,1.0,0.3,0.27506876719179796,0.217612,0.015213442325158947,0.1724137931034483,0.0,0.023865188810183176,0.23076923076923078,0.006500060074492371,debt_consolidation
29,0.043477708729445716,0.0,0.9696969696969697,0.00921222866294247,0.029652750682793626,0.10316738395536064,1.0,0.4,0.07201800450112528,0.1385135,0.0026409720984321814,0.10344827586206896,0.0,0.018635895178809158,0.1282051282051282,0.009067243381793424,house
30,0.11967865650492582,0.0,0.696969696969697,0.14191874586666348,0.28521264143581737,0.25210774264496244,0.6666666666666666,0.4,0.6564141035258815,0.27196774999999995,0.11199249620141417,0.13793103448275862,0.0,0.043910814397116915,0.28205128205128205,0.010136903093168864,debt_consolidation
31,0.2280671133249105,1.0,0.8484848484848485,0.35128935322137517,0.16113928989465467,0.5485968747030152,0.8333333333333334,0.3,0.6226556639159789,0.94695375,0.5282750600558541,0.13793103448275862,0.0,0.1044834656271993,1.0,0.006660509031198687,debt_consolidation
33,0.07393871414167726,1.0,0.45454545454545453,0.24794835386101505,0.5883730003901678,0.4868308511071588,0.5,0.3,0.7076769192298075,0.67923975,0.12088309692972404,0.13793103448275862,0.0,0.03258067819580654,0.6923076923076923,0.002465914877305001,debt_consolidation
34,0.18642990590171274,1.0,0.8181818181818182,0.060116445657002096,0.1802575107296137,0.19512062668856997,0.8333333333333334,1.0,0.3455863965991498,0.0,0.07389947116894582,0.1724137931034483,1.0,0.05872714635267664,0.358974358974359,0.010778698919994126,debt_consolidation
35,0.008978055152429066,0.0,0.9696969696969697,0.001648967210603774,0.030042918454935636,0.02874811626865063,1.0,0.1,0.0,0.0,9.761728929520317e-05,0.0,1.0,0.02822293350299486,0.035897435897435895,0.036236600050729574,small_business
36,0.00428229604309939,0.0,0.42424242424242425,0.49993323613502805,0.629730784237222,0.23644731661620755,0.5,0.2,0.26481620405101275,0.22404875000000002,0.01411630887808025,0.0,0.0,0.017328571770965653,0.23076923076923078,0.004574672594016581,debt_consolidation
38,0.016265341694737857,0.0,0.7878787878787878,0.3382139827262624,0.19937573156457275,0.18848853469459792,0.8333333333333334,0.2,0.4633658414603651,0.20876424999999998,0.03627331143310669,0.10344827586206896,0.0,0.0304018058494007,0.21794871794871795,0.008932128470882842,other
39,0.012551262036943516,0.0,0.696969696969697,0.134183709978814,0.28482247366367536,0.661478203022116,0.6666666666666666,0.2,0.17754438609652412,0.67990975,0.0111050277148217,0.034482758620689655,0.0,0.02107274601102945,0.7435897435897436,0.0010915182826705114,other
41,0.02282463790971975,1.0,0.7272727272727273,0.3596457362161114,0.26063207179087006,0.20558127537097629,0.8333333333333334,0.5,0.39309827456864216,0.35635025,0.05412666479920548,0.13793103448275862,0.0,0.036938422888618226,0.358974358974359,0.006500060074492371,moving
42,0.02210609816676383,1.0,0.6060606060606061,0.3204018930619675,0.38002341006632856,0.5449719646469446,0.6666666666666666,1.0,0.3705926481620405,0.8347902500000001,0.04670244552530834,0.1724137931034483,0.0,0.03127335478796304,0.8717948717948718,0.0016224117906203693,debt_consolidation
43,0.012769806800522381,0.0,0.6060606060606061,0.39183094267102314,0.38002341006632856,0.2146096094057591,0.6666666666666666,0.2,0.6474118529632408,0.2274315,0.03299252166679399,0.13793103448275862,0.0,0.01602124836312215,0.23076923076923078,0.004189595097921423,credit_card
44,0.1191387918727337,1.0,0.696969696969697,0.06734097688400803,0.28521264143581737,0.5916749256689792,0.6666666666666666,0.4,0.33783445861465367,0.9510645000000001,0.05290114339555375,0.3103448275862069,0.0,0.05436940165986495,1.0,0.002970183026953422,home_improvement
45,0.05465627338650468,0.0,0.9393939393939394,0.07806530771711853,0.05501365587202497,0.29222612922057645,1.0,1.0,0.26781695423855967,0.327314,0.028133939409372956,0.2413793103448276,0.0,0.03096831265946622,0.358974358974359,0.00532771303082489,debt_consolidation
46,0.05177148250726366,0.0,0.9393939393939394,0.05865266638733809,0.05462348809988296,0.3965339343171728,1.0,0.2,0.06701675418854713,0.47477624999999996,0.02002215488044004,0.13793103448275862,0.0,0.08051586981673504,0.48717948717948717,0.010992630862269212,debt_consolidation
47,0.008656439953054222,0.0,0.6060606060606061,0.25145983757331514,0.38002341006632856,0.0850971394436374,0.6666666666666666,0.0,0.6426606651662915,0.10234375,0.014352924698871884,0.034482758620689655,0.0,0.015585473893840981,0.08974358974358974,0.010493456330294007,debt_consolidation
48,0.005315953708675105,1.0,0.8181818181818182,0.16776130371222822,0.1802575107296137,0.20952523181774985,0.8333333333333334,0.2,0.09102275568892224,0.373692,0.005880380622543652,0.034482758620689655,0.0,0.01079195473174813,0.38461538461538464,0.0012052445031839481,car
49,0.11938332574333275,0.0,0.7878787878787878,0.26956026048861326,0.19937573156457275,0.19950581750546448,0.8333333333333334,0.6,0.431107776944236,0.22590675000000002,0.21219346049046323,0.1724137931034483,0.0,0.03606687395005589,0.23076923076923078,0.010094116704713847,credit_card
50,0.11651359673293299,1.0,0.3939393939393939,0.09546819555170949,0.6866952789699571,0.3611537260545501,0.3333333333333333,0.2,0.4681170292573143,0.48138050000000004,0.07334453810045244,0.3793103448275862,0.0,0.04783278462064743,0.48717948717948717,0.006179162161079739,debt_consolidation
51,0.02562525952190675,1.0,0.09090909090909091,0.33350804387334965,0.9941474834178696,0.43836295260464037,0.0,1.0,0.4911227806951738,0.49553824999999996,0.05635170236064071,0.3448275862068966,0.0,0.0394358463720686,0.5025641025641026,0.004763535035871665,debt_consolidation
52,0.02200745769239175,1.0,0.6060606060606061,0.25089688888742345,0.38002341006632856,0.5449719646469446,0.6666666666666666,0.2,0.22805701425356337,0.83490025,0.03640806573463377,0.06896551724137931,0.0,0.05306207825202145,0.8717948717948718,0.0034561141529782643,major_purchase
54,0.08269113659224922,0.0,0.9696969696969697,0.1016679158751989,0.029652750682793626,0.2272017595069036,1.0,0.5,0.5353838459614904,0.277028,0.05543388762976733,0.13793103448275862,0.0,0.02822293350299486,0.28205128205128205,0.0062861281322172825,debt_consolidation
56,0.10797144978461527,0.0,0.9090909090909091,0.045101933004674896,0.07920405774483028,0.29511791140013843,1.0,0.8,0.5041260315078769,0.34679699999999997,0.032109721833167806,0.3103448275862069,0.0,0.0304018058494007,0.358974358974359,0.005216468420841844,house
57,0.043246760073879946,0.0,0.6666666666666666,0.19037082761448343,0.32305891533359343,0.44044014825474836,0.6666666666666666,1.0,0.9772443110777693,0.4539165,0.05428582342305636,0.3103448275862069,0.0,0.029530256910838364,0.48717948717948717,0.003483619688413633,debt_consolidation
58,0.10884208486979162,0.0,0.9393939393939394,0.03568263458752886,0.05501365587202497,0.10436889908630544,1.0,0.0,0.3655913978494623,0.13478275,0.025608622577605746,0.3103448275862069,0.0,0.03083758031868187,0.1282051282051282,0.01505733776549588,debt_consolidation
59,0.02375758778559223,0.0,1.0,0.30602715003545394,0.0,0.18352634508600676,1.0,1.0,0.291072768192048,0.22414299999999998,0.04793963856137581,0.3448275862068966,0.0,0.0796443208781727,0.23076923076923078,0.022930033241219113,debt_consolidation
60,0.028843183500224745,0.0,0.8181818181818182,0.12099369729594937,0.1802575107296137,0.5261618040376339,0.8333333333333334,0.8,0.30382595648912225,0.5488775,0.02301115383635947,0.10344827586206896,0.0,0.019507444117371497,0.6153846153846154,0.0013656934598902637,debt_consolidation
61,0.01101583740742119,0.0,0.8181818181818182,0.2157592578676942,0.1798673429574717,0.19791058555195026,0.8333333333333334,1.0,0.31457864466116525,0.2318785,0.015671819161849464,0.10344827586206896,0.0,0.02299363987162084,0.23076923076923078,0.006243341743762266,debt_consolidation
62,0.018783036437318705,0.0,0.8181818181818182,0.4555027302199201,0.1802575107296137,0.11041720406750206,0.8333333333333334,0.1,0.4183545886471618,0.1354445,0.05641430475268872,0.0,0.0,0.043475039927835746,0.1282051282051282,0.021261364091473427,debt_consolidation
63,0.13337048594314174,1.0,0.6363636363636364,0.10689343625317281,0.3417869683964105,0.29552520466486554,0.6666666666666666,1.0,0.7034258564641159,0.4824255,0.09400332747629597,0.27586206896551724,0.0,0.04739701015136626,0.48717948717948717,0.0061149825783972135,credit_card
64,0.028538697485022302,0.0,0.8787878787878788,0.2438869422939334,0.1037846273897776,0.2980639993483307,1.0,1.0,0.1972993248312078,0.337608,0.0458939197161459,0.20689655172413793,0.0,0.06308489104548831,0.358974358974359,0.011634426689094476,medical
65,0.08599322983762124,0.0,1.0,0.06341817926823139,0.0,0.3879196817681958,1.0,0.0,0.38559639909977494,0.461301,0.0359592384153743,0.10344827586206896,0.0,0.02778715903371369,0.48717948717948717,0.0032269013576835277,debt_consolidation
66,0.02044988325574994,1.0,0.8181818181818182,0.1843296625316084,0.1802575107296137,0.1303270564915758,0.8333333333333334,1.0,0.8102025506376593,0.24874525,0.024855271758044938,0.13793103448275862,0.0,0.01079195473174813,0.24358974358974358,0.002465914877305001,debt_consolidation
67,0.014141027526598965,1.0,0.6363636363636364,0.4179029843299732,0.34217713616855244,0.15951640713034743,0.6666666666666666,0.5,0.4321080270067517,0.27156775,0.03896627534866349,0.27586206896551724,0.0,0.023865188810183176,0.26666666666666666,0.005554255698118299,credit_card
68,0.11357062569365813,0.0,0.696969696969697,0.09037439130660319,0.28482247366367536,0.10422634644365096,0.6666666666666666,0.5,0.8017004251062766,0.127913,0.06767743003386896,0.034482758620689655,0.0,0.029966031380119534,0.11538461538461539,0.016068652401705387,car
69,0.0005611284470268166,0.0,0.696969696969697,0.2314289632969123,0.28521264143581737,0.09286965257884518,0.6666666666666666,0.0,0.09252313078269567,0.11032249999999999,0.000856273396317706,0.06896551724137931,0.0,0.00861308238534229,0.10256410256410256,0.005216468420841844,debt_consolidation
70,0.009051592512065738,0.0,0.5454545454545454,0.43936404036978116,0.47444401092469757,0.21299401278900848,0.5,0.0,0.5523880970242561,0.22441824999999999,0.026222974865670122,0.2413793103448276,0.0,0.011663503670310467,0.2205128205128205,0.0030771489980909662,other
71,0.012826214975986655,0.0,0.696969696969697,0.1876265807274112,0.28521264143581737,0.32034972914997895,0.6666666666666666,0.0,0.40660165041260315,0.3309685,0.015868114797932212,0.3793103448275862,0.0,0.0112277292010293,0.358974358974359,0.001451266236800299,other
72,0.014618872698856538,0.0,0.9393939393939394,0.2170588332339115,0.05462348809988296,0.18783007724995585,1.0,0.3,0.2180545136284071,0.23102925,0.020922992691435993,0.034482758620689655,0.0,0.02560828668730785,0.23076923076923078,0.007013496735952582,debt_consolidation
73,0.01623315064172421,1.0,0.48484848484848486,0.4170186786449526,0.5505267264923918,0.16478406668748385,0.5,0.3,0.4076019004751188,0.24022575000000002,0.04463656658772399,0.10344827586206896,0.0,0.008177307916061121,0.2423076923076923,0.0017464718451837215,major_purchase
74,0.055647994083934185,0.0,0.696969696969697,0.17209810488311522,0.28521264143581737,0.1429192065927203,0.6666666666666666,0.2,0.40110027506876716,0.16318,0.06314777559907306,0.27586206896551724,0.0,0.03127335478796304,0.15897435897435896,0.012525809781907343,credit_card
76,0.003972198743426676,0.0,0.7575757575757576,0.17063332526936975,0.2184939523995318,0.07234886025768088,0.8333333333333334,0.0,0.5486371592898225,0.09237925,0.0044691741577325625,0.20689655172413793,0.0,0.003789059010399758,0.08205128205128205,0.0030557558038634574,debt_consolidation
77,0.020483255631809957,0.0,0.5454545454545454,0.5388819109293881,0.47444401092469757,0.03759316833430631,0.5,0.0,0.48062015503875966,0.056104499999999995,0.07278217762951268,0.06896551724137931,0.0,0.023865188810183176,0.035897435897435895,0.030888301493852376,other
78,0.012592608343566545,0.0,0.5151515151515151,0.4656729931102596,0.4974639094810768,0.2935158912255454,0.5,0.9,0.9437359339834959,0.292333,0.03866599607833151,0.2413793103448276,0.0,0.015928428401165262,0.30256410256410254,0.002988935498768473,credit_card
80,0.0514761517456706,0.0,0.48484848484848486,0.09898113966400746,0.5353101833788529,0.7259255739440922,0.5,0.0,0.45986496624156037,0.68606,0.03359626337993498,0.13793103448275862,0.0,0.03127335478796304,0.7435897435897436,0.0020930620636255624,debt_consolidation
81,0.04685688330359353,0.0,0.696969696969697,0.22653747027328008,0.28521264143581737,0.13836431024885618,0.6666666666666666,0.1,0.6809202300575143,0.154452,0.06999159642466067,0.27586206896551724,0.0,0.029094482441557195,0.15384615384615385,0.012001167161566056,debt_consolidation
82,0.030574707755444866,0.0,0.9696969696969697,0.3711033387003466,0.029652750682793626,0.49594743201596586,1.0,0.8,0.27856964241060267,0.5610275,0.07481516378483452,0.1724137931034483,0.0,0.06962150808470584,0.6153846153846154,0.007270215066682686,other
83,0.013319417347847069,1.0,0.8484848484848485,0.010390098995957069,0.16074912212251266,0.5484611102814396,0.8333333333333334,1.0,0.03900975243810953,0.9469407499999999,0.0009125094434116819,0.27586206896551724,0.0,0.016457022832403318,1.0,0.00017837118026352674,home_improvement
84,0.15493701480847505,1.0,0.7878787878787878,0.09107233872994931,0.19937573156457275,0.32865851175041066,0.8333333333333334,1.0,0.4361090272568142,0.5610149999999999,0.09304094833074435,0.10344827586206896,0.0,0.036938422888618226,0.5897435897435898,0.0036119788537786854,debt_consolidation
85,0.021777690359872346,0.0,0.8787878787878788,0.10685453752155809,0.10339445961763559,0.08542297405541903,1.0,1.0,0.28632158039509875,0.11568175000000001,0.015343952396716664,0.20689655172413793,0.0,0.039117295235024066,0.10256410256410256,0.023186751571949216,debt_consolidation
86,0.1405860071103834,1.0,0.6666666666666666,0.13858697961423758,0.32305891533359343,0.6051699091736019,0.6666666666666666,1.0,0.5273818454613654,0.94,0.12846859694245674,0.3103448275862069,0.0,0.06395643998405065,1.0,0.0036761584364612115,small_business
87,0.07120719992770302,1.0,0.6060606060606061,0.36124172759409856,0.3796332422941865,0.22158111245367038,0.6666666666666666,0.2,0.8717179294823706,0.3621525,0.16961110120790784,0.27586206896551724,0.0,0.019289556882730912,0.358974358974359,0.003034362609635948,credit_card
88,0.011103255312852736,0.0,0.696969696969697,0.26513362516129074,0.28482247366367536,0.0928560761366876,0.6666666666666666,0.5,0.34433608402100524,0.11628424999999999,0.019410985764852683,0.3103448275862069,0.0,0.011663503670310467,0.10256410256410256,0.007013496735952582,home_improvement
89,0.01428042364607089,0.0,0.8787878787878788,0.4618048811300404,0.10339445961763559,0.1279443908929226,1.0,0.8,0.24031007751937983,0.161954,0.043484258151043655,0.10344827586206896,0.0,0.03170912925724421,0.15384615384615385,0.013101388578980792,credit_card
90,0.025504764571176782,1.0,0.6666666666666666,0.29938532716370986,0.32266874756145136,0.2521824130768291,0.6666666666666666,0.2,0.6099024756189048,0.42071725,0.050348239068985716,0.10344827586206896,0.0,0.020378993055933832,0.4217948717948718,0.0026235397222068254,debt_consolidation
91,0.11411019499508865,1.0,0.5757575757575758,0.03321171989223344,0.4174795161919626,0.474469500522693,0.6666666666666666,1.0,0.12903225806451613,0.733417,0.02498896500207967,0.20689655172413793,0.0,0.06177756763764481,0.7435897435897436,0.005088109255476791,debt_consolidation
92,0.1342278311440464,0.0,0.3939393939393939,0.21261557798674158,0.6866952789699571,0.37280910164682246,0.3333333333333333,1.0,0.7134283570892723,0.34479099999999996,0.1881785462663509,0.1724137931034483,0.0,0.05872714635267664,0.358974358974359,0.010778698919994126,debt_consolidation
93,0.037942914926430156,0.0,0.8787878787878788,0.0681158768304061,0.1037846273897776,0.40438111788424724,1.0,0.5,0.5186296574143535,0.43747725,0.017041644384459327,0.2413793103448276,0.0,0.019507444117371497,0.48717948717948717,0.002007489286715527,debt_consolidation
94,0.007826265182216127,1.0,0.5151515151515151,0.22605162576156193,0.4974639094810768,0.23802897212756421,0.5,0.0,0.3055763940985246,0.35494925,0.011665266070776779,0.13793103448275862,0.0,0.021686316463777337,0.358974358974359,0.0035050128826411412,debt_consolidation
95,0.18284075115607226,0.0,0.9696969696969697,0.07394536770749786,0.030042918454935636,0.22723570061229753,1.0,0.3,0.396099024756189,0.26929749999999997,0.08914898944884429,0.1724137931034483,0.0,0.08051586981673504,0.28205128205128205,0.01912204466872255,debt_consolidation
96,0.014627437290942737,0.0,1.0,0.0772280961616098,0.00039016777214204737,0.3164329255875205,1.0,1.0,0.09552388097024256,0.36984225000000004,0.007448623596220938,0.0,0.0,0.05262630378274028,0.3974358974358974,0.00860048278046596,debt_consolidation
97,0.08209131981545371,0.0,1.0,0.09365830187289294,0.00039016777214204737,0.371627951179114,1.0,1.0,0.3870967741935484,0.43036199999999997,0.05069626592647296,0.3103448275862069,0.0,0.039117295235024066,0.4666666666666667,0.00514961468888088,debt_consolidation
98,0.084283560058759,0.0,0.8181818181818182,0.043508068211847634,0.1802575107296137,0.13339533241918622,0.8333333333333334,1.0,0.3540885221305326,0.15478250000000002,0.02417937813542489,0.10344827586206896,0.0,0.03258067819580654,0.15512820512820513,0.013364089201105826,major_purchase
101,0.07153501707307133,0.0,0.8787878787878788,0.06872700549977662,0.10339445961763559,0.1492050993116744,1.0,0.5,0.4181045261315328,0.18509024999999998,0.032417428505946165,0.2413793103448276,0.0,0.023865188810183176,0.1794871794871795,0.00842544755496816,debt_consolidation
102,0.10146767575281287,1.0,0.2727272727272727,0.062116953128682297,0.8373000390167772,0.39182969710957544,0.3333333333333333,0.0,0.46261565391347836,0.487592,0.04155949985994041,0.27586206896551724,0.0,0.041731942050711075,0.48717948717948717,0.005280648003524371,debt_consolidation
103,0.2350224480911887,1.0,0.8484848484848485,0.05342537645302427,0.16113928989465467,0.1328862158382774,0.8333333333333334,0.4,0.38209552388097023,0.25202575,0.08279219401224036,0.2413793103448276,0.0,0.046961235682085094,0.2512820512820513,0.012228682084303055,home_improvement
104,0.041802001988166686,0.0,0.6666666666666666,0.162489286645677,0.32305891533359343,0.14520004887519175,0.6666666666666666,1.0,0.4763690922730683,0.16340975000000002,0.04478723675163615,0.10344827586206896,0.0,0.024300963279464346,0.15897435897435896,0.009673383884906172,debt_consolidation
105,0.008357860553083638,0.0,0.6060606060606061,0.25663087727922346,0.3796332422941865,0.26166555792389046,0.6666666666666666,0.1,0.6741685421355339,0.2798125,0.014142835315388728,0.0,0.0,0.009920405793185795,0.28205128205128205,0.0017935573444404396,debt_consolidation
106,0.06291578879597783,0.0,1.0,0.204351245103557,0.0,0.3879196817681958,1.0,0.2,0.5408852213053262,0.461301,0.08477531046542226,0.2413793103448276,0.0,0.0304018058494007,0.48717948717948717,0.0036119788537786854,credit_card
107,0.016679100091729734,0.0,0.6363636363636364,0.3927283697952212,0.34217713616855244,0.14636083467966385,0.6666666666666666,0.2,0.6194048512128032,0.0,0.04319140628315805,0.2413793103448276,1.0,0.016892797301684487,0.15897435897435896,0.006642681369342429,home_improvement
108,0.010798473966888697,0.0,0.6666666666666666,0.3026145773076326,0.32305891533359343,0.117524471536989,0.6666666666666666,0.2,0.45911477869467365,0.1326195,0.02154689449693142,0.06896551724137931,0.0,0.023865188810183176,0.1282051282051282,0.011634426689094476,small_business
109,0.007330995495024563,0.0,0.8787878787878788,0.2511790461005419,0.1037846273897776,0.08544333871865539,1.0,1.0,0.4731182795698925,0.11253524999999999,0.012141680884837063,0.1724137931034483,0.0,0.018200120709527992,0.10256410256410256,0.010864271696904161,debt_consolidation
110,0.030091251298717023,1.0,0.8181818181818182,0.23214856533446357,0.1802575107296137,0.20952523181774985,0.8333333333333334,0.2,0.36659164791197796,0.373692,0.04606156679993549,0.2413793103448276,0.0,0.02299363987162084,0.38461538461538464,0.0034515298970723696,debt_consolidation
111,0.07241894204251936,0.0,0.9696969696969697,0.060902010681846364,0.030042918454935636,0.3016685447411651,1.0,1.0,0.7396849212303075,0.339982,0.02908146375003183,0.10344827586206896,0.0,0.021686316463777337,0.37435897435897436,0.0033239935468699134,debt_consolidation
112,0.017335915705512704,1.0,0.42424242424242425,0.35725123165858574,0.6453374951229028,0.16603309936598012,0.5,0.0,0.9459864966241559,0.2428775,0.04083691970765744,0.034482758620689655,0.0,0.011581578070085608,0.23076923076923078,0.002881871921182266,debt_consolidation
113,0.019656920160872574,0.0,0.7878787878787878,0.3849964562339168,0.19937573156457275,0.19950581750546448,0.8333333333333334,0.5,0.3373343335833958,0.22590675000000002,0.049900472807218585,0.27586206896551724,0.0,0.039117295235024066,0.23076923076923078,0.010992630862269212,moving
114,0.025540204262567947,0.0,0.5454545454545454,0.4217182407270856,0.47444401092469757,0.7099596779667919,0.5,0.0,0.7341835458864716,0.70130775,0.07101976113473732,0.0,0.0,0.02604406115658902,0.7435897435897436,0.0015796254021653515,debt_consolidation
115,0.008210195172287106,0.0,0.7575757575757576,0.10699563844293654,0.21810378462738977,0.6448810024844889,0.8333333333333334,0.4,0.02800700175043761,0.71442675,0.005792312850679502,0.10344827586206896,0.0,0.10666233797360514,0.7435897435897436,0.0094951072663436,debt_consolidation
